timestamp,points,mean_px,max_px,mean_norm,max_norm
747594610,0,0.000,0.000,0.00000,0.00000
timestamp,points,mean_px,max_px,mean_norm,max_norm
747594610,0,0.000,0.000,0.00000,0.00000
747594751,0,0.000,0.000,0.00000,0.00000
747594751,0,0.000,0.000,0.00000,0.00000
747594944,0,0.000,0.000,0.00000,0.00000
747594944,0,0.000,0.000,0.00000,0.00000
747595076,0,0.000,0.000,0.00000,0.00000
747595076,0,0.000,0.000,0.00000,0.00000
747595210,0,0.000,0.000,0.00000,0.00000
747595210,0,0.000,0.000,0.00000,0.00000
747595360,0,0.000,0.000,0.00000,0.00000
747595360,0,0.000,0.000,0.00000,0.00000
747595497,0,0.000,0.000,0.00000,0.00000
747595497,0,0.000,0.000,0.00000,0.00000
747595605,0,0.000,0.000,0.00000,0.00000
747595605,0,0.000,0.000,0.00000,0.00000
747595756,0,0.000,0.000,0.00000,0.00000
747595756,0,0.000,0.000,0.00000,0.00000
747595870,0,0.000,0.000,0.00000,0.00000
747595971,0,0.000,0.000,0.00000,0.00000
747595971,0,0.000,0.000,0.00000,0.00000
747595971,0,0.000,0.000,0.00000,0.00000
747596087,0,0.000,0.000,0.00000,0.00000
747596087,0,0.000,0.000,0.00000,0.00000
747596193,0,0.000,0.000,0.00000,0.00000
747596193,0,0.000,0.000,0.00000,0.00000
747596299,0,0.000,0.000,0.00000,0.00000
747596299,0,0.000,0.000,0.00000,0.00000
747596406,0,0.000,0.000,0.00000,0.00000
747596406,0,0.000,0.000,0.00000,0.00000
747596506,0,0.000,0.000,0.00000,0.00000
747596506,0,0.000,0.000,0.00000,0.00000
747596628,0,0.000,0.000,0.00000,0.00000
747596628,0,0.000,0.000,0.00000,0.00000
747596730,0,0.000,0.000,0.00000,0.00000
747596730,0,0.000,0.000,0.00000,0.00000
747596838,0,0.000,0.000,0.00000,0.00000
747596838,0,0.000,0.000,0.00000,0.00000
747596945,0,0.000,0.000,0.00000,0.00000
747596945,0,0.000,0.000,0.00000,0.00000
747597046,0,0.000,0.000,0.00000,0.00000
747597046,0,0.000,0.000,0.00000,0.00000
747597161,0,0.000,0.000,0.00000,0.00000
747597161,0,0.000,0.000,0.00000,0.00000
747597269,0,0.000,0.000,0.00000,0.00000
747597269,0,0.000,0.000,0.00000,0.00000
747597374,0,0.000,0.000,0.00000,0.00000
747597374,0,0.000,0.000,0.00000,0.00000
747597484,0,0.000,0.000,0.00000,0.00000
747597484,0,0.000,0.000,0.00000,0.00000
747597584,0,0.000,0.000,0.00000,0.00000
747597584,0,0.000,0.000,0.00000,0.00000
747597696,0,0.000,0.000,0.00000,0.00000
747597696,0,0.000,0.000,0.00000,0.00000
747597805,0,0.000,0.000,0.00000,0.00000
747597805,0,0.000,0.000,0.00000,0.00000
747597932,0,0.000,0.000,0.00000,0.00000
747597932,0,0.000,0.000,0.00000,0.00000
747598035,0,0.000,0.000,0.00000,0.00000
747598035,0,0.000,0.000,0.00000,0.00000
747598138,0,0.000,0.000,0.00000,0.00000
747598138,0,0.000,0.000,0.00000,0.00000
747598244,0,0.000,0.000,0.00000,0.00000
747598244,0,0.000,0.000,0.00000,0.00000
747598374,0,0.000,0.000,0.00000,0.00000
747598374,0,0.000,0.000,0.00000,0.00000
747598480,0,0.000,0.000,0.00000,0.00000
747598480,0,0.000,0.000,0.00000,0.00000
timestamp,points,mean_px,max_px,mean_norm,max_norm
747598595,0,0.000,0.000,0.00000,0.00000
747598595,0,0.000,0.000,0.00000,0.00000
