timestamp,points,mean_px,max_px,mean_norm,max_norm
751134991,0,0.000,0.000,0.00000,0.00000
timestamp,points,mean_px,max_px,mean_norm,max_norm
751134991,0,0.000,0.000,0.00000,0.00000
751135068,33,1365.447,4044.867,1.26430,3.74525
751135154,33,1197.411,4027.652,1.10871,3.72931
751135068,33,1197.411,4027.652,1.10871,3.72931
751135154,33,1210.385,3991.036,1.12073,3.69540
751135242,33,1175.069,3973.710,1.08803,3.67936
751135242,33,1175.069,3973.710,1.08803,3.67936
751135334,33,1207.255,4074.149,1.11783,3.77236
751135415,33,1130.427,4000.831,1.04669,3.70447
751135415,33,1130.427,4000.831,1.04669,3.70447
751135506,33,1130.427,4000.831,1.04669,3.70447
751135506,33,1224.394,4141.235,1.13370,3.83448
751135614,33,1224.394,4141.235,1.13370,3.83448
751135614,33,1307.395,4169.377,1.21055,3.86053
751135689,33,1307.395,4169.377,1.21055,3.86053
751135689,33,843.717,2517.375,0.78122,2.33090
751135787,33,843.717,2517.375,0.78122,2.33090
751135787,33,1170.181,4016.921,1.08350,3.71937
751135886,33,1318.410,4236.325,1.22075,3.92252
751135886,33,1318.410,4236.325,1.22075,3.92252
751135990,33,1321.145,4212.598,1.22328,3.90055
751135990,33,1321.145,4212.598,1.22328,3.90055
751136103,33,1361.943,4266.211,1.26106,3.95020
751136103,33,1361.943,4266.211,1.26106,3.95020
751136192,33,1361.943,4266.211,1.26106,3.95020
751136192,33,1411.418,4296.662,1.29902,3.97831
751136289,33,1425.656,4326.780,1.32005,4.00628
751136289,33,1318.209,4081.653,1.22056,3.77931
751136392,33,1318.209,4081.653,1.22056,3.77931
751136392,33,1470.387,4194.360,1.36147,3.88367
751136489,33,1470.387,4194.360,1.36147,3.88367
751136489,33,1323.787,4193.326,1.22573,3.88271
751136590,33,1323.787,4193.326,1.22573,3.88271
751136590,33,1059.427,3653.121,0.98095,3.38252
751136693,33,1098.297,3931.273,1.01694,3.64007
751136792,33,1106.650,3945.935,1.02468,3.65364
751136693,33,1098.297,3931.273,1.01694,3.64007
751136894,33,1034.249,3790.232,0.95764,3.50947
751136894,54,691.081,3790.232,0.63989,3.50947
751136996,54,744.602,4061.963,0.68945,3.76108
751136996,54,735.419,4061.963,0.68094,3.76108
751137093,75,569.141,4061.963,0.52698,3.76108
751137093,75,562.626,3983.331,0.52078,3.68791
751137201,75,531.752,3840.907,0.49236,3.55640
751137201,54,671.660,3840.907,0.62191,3.55640
751137316,54,720.761,4033.948,0.66737,3.73514
751137316,54,711.066,4033.948,0.65839,3.73514
751137418,54,707.040,4024.440,0.65467,3.72633
751137418,54,706.760,4024.440,0.65441,3.72633
751137530,54,709.791,4020.224,0.65721,3.72243
751137530,54,714.512,4020.224,0.66159,3.72243
751137637,75,550.774,4020.224,0.50998,3.72243
751137637,75,492.325,3636.737,0.45586,3.36735
751137752,75,303.014,1584.889,0.28057,1.46749
751137752,54,366.598,1584.889,0.33944,1.46749
751137852,54,314.348,1308.863,0.29106,1.21191
751137852,54,324.615,1308.863,0.30057,1.21191
751137968,54,390.638,1854.173,0.36170,1.71683
751138069,54,706.740,3916.990,0.65439,3.62684
751138069,33,1092.279,3916.990,1.01137,3.62684
751138185,33,1076.097,3829.611,0.99639,3.54594
751138185,54,685.749,3829.611,0.63495,3.54594
751138283,54,693.954,3839.401,0.64255,3.55500
751138283,54,688.143,3839.401,0.63717,3.55500
751138382,54,656.953,3728.359,0.60829,3.45218
751138382,75,535.172,3728.359,0.49553,3.45218
751138476,54,658.580,3728.359,0.60980,3.45218
751138476,54,624.284,3565.402,0.57804,3.30130
751138578,54,615.308,3493.689,0.56973,3.23490
751138578,33,967.677,3493.689,0.89600,3.23490
751138688,33,951.256,3412.069,0.88079,3.15932
751138767,33,858.069,3069.949,0.79451,2.84255
751138767,54,560.169,3069.949,0.51867,2.84255
751138864,54,600.852,3374.839,0.55634,3.12485
751138864,54,599.784,3374.839,0.55536,3.12485
751138951,54,627.952,3488.460,0.58144,3.23006
751138951,54,635.916,3488.460,0.58881,3.23006
751139052,54,634.473,3469.472,0.58748,3.21247
751139052,54,625.956,3469.472,0.57959,3.21247
751139155,54,594.916,3289.749,0.55085,3.04606
751139155,54,599.211,3289.749,0.55483,3.04606
751139257,54,439.056,2154.592,0.40653,1.99499
751139257,54,437.727,2154.592,0.40249,1.99499
751139354,54,613.035,3486.934,0.56763,3.22864
751139459,54,442.252,1999.217,0.40949,1.85113
751139459,33,677.638,1999.217,0.62744,1.85113
751139553,33,542.547,1499.894,0.50236,1.38879
751139553,54,376.932,1499.894,0.34901,1.38879
751139553,33,542.547,1499.894,0.50236,1.38879
751139657,33,506.315,1446.623,0.46881,1.33947
751139657,33,506.315,1446.623,0.46881,1.33947
751139753,33,492.937,1398.260,0.45642,1.29469
751139960,33,492.937,1398.260,0.45642,1.29469
751139960,33,523.028,1523.492,0.48429,1.41064
751139960,33,523.028,1523.492,0.48429,1.41064
751139961,33,1018.972,3591.032,0.94349,3.32503
751139961,54,668.411,3591.032,0.61890,3.32503
751140053,54,705.073,3732.749,0.65285,3.45625
751140053,54,718.481,3732.749,0.66526,3.45625
751140256,54,678.101,3572.015,0.62787,3.30742
751140256,54,659.804,3572.015,0.61093,3.30742
751140353,54,672.304,3644.578,0.62250,3.37461
751140353,54,669.310,3644.578,0.61973,3.37461
751140454,54,670.024,3629.181,0.62039,3.36035
751140558,54,686.116,3629.181,0.63529,3.36035
751140655,54,667.237,3567.920,0.61781,3.30363
751140757,75,533.394,3567.920,0.49388,3.30363
751140757,75,543.957,3589.432,0.50366,3.32355
751141068,54,662.118,3589.432,0.61307,3.32355
751141068,54,656.950,3610.597,0.60829,3.34315
751141354,54,660.186,3610.597,0.61128,3.34315
timestamp,points,mean_px,max_px,mean_norm,max_norm
751141758,54,661.307,3610.597,0.61232,3.34315
751141758,54,652.341,3626.105,0.60402,3.35750
751141864,54,652.627,3626.105,0.60428,3.35750
751141864,54,669.222,3664.646,0.61965,3.39319
751142261,54,667.402,3664.646,0.61796,3.39319
751142529,54,667.214,3664.646,0.61779,3.39319
751142983,54,669.058,3664.646,0.61950,3.39319
751142983,54,546.901,3054.254,0.50639,2.82801
751143229,54,545.780,3054.254,0.50535,2.82801
751143229,54,589.968,3242.370,0.54627,3.00219
751143486,54,590.610,3242.370,0.54686,3.00219
751143735,54,664.793,3671.995,0.61555,3.40000
751143735,54,628.675,3457.183,0.58063,3.20110
9223372036854775,33,1025.833,3671.995,0.94985,3.40000
9223372036854775,33,1025.833,3671.995,0.94985,3.40000
9223372036854775,33,1025.833,3671.995,0.94985,3.40000
9223372036854775,33,1011.603,3690.158,0.93667,3.41681
9223372036854775,33,1011.603,3690.158,0.93667,3.41681
9223372036854775,33,1011.603,3690.158,0.93667,3.41681
9223372036854775,33,994.996,3620.620,0.92129,3.35243
9223372036854775,33,994.996,3620.620,0.92129,3.35243
9223372036854775,33,994.996,3620.620,0.92129,3.35243
9223372036854775,33,987.848,3575.925,0.91467,3.31104
9223372036854775,33,987.848,3575.925,0.91467,3.31104
9223372036854775,33,987.848,3575.925,0.91467,3.31104
9223372036854775,33,987.848,3575.925,0.91467,3.31104
9223372036854775,33,948.261,3397.269,0.87660,3.14562
9223372036854775,33,915.130,3269.925,0.84715,3.02771
9223372036854775,33,954.290,3341.427,0.88308,3.09391
9223372036854775,33,948.953,3311.613,0.87810,3.06624
9223372036854775,33,919.169,3297.656,0.85040,3.05335
9223372036854775,33,963.600,3415.009,0.89199,3.16178
9223372036854775,33,985.950,3483.595,0.91137,3.22549
9223372036854775,33,955.898,3435.194,0.88464,3.18059
9223372036854775,33,966.064,3444.507,0.89179,3.18935
9223372036854775,33,971.731,3483.056,0.89915,3.22502
9223372036854775,33,963.376,3453.017,0.89026,3.19724
9223372036854775,33,942.845,3380.046,0.87229,3.12967
9223372036854775,33,928.427,3322.025,0.85729,3.07595
9223372036854775,33,918.109,3286.581,0.84865,3.04313
9223372036854775,33,946.190,3370.426,0.87471,3.12065
9223372036854775,33,977.918,3477.198,0.90250,3.21938
9223372036854775,33,960.076,3450.610,0.88441,3.19494
9223372036854775,33,971.563,3476.831,0.89772,3.21928
9223372036854775,33,1041.087,3582.770,0.96149,3.31731
9223372036854775,33,1149.378,3745.638,1.06420,3.46794
9223372036854775,33,1223.932,3846.577,1.13133,3.56165
9223372036854775,33,1205.063,3844.537,1.11518,3.55951
9223372036854775,33,1277.164,3869.970,1.17056,3.58331
9223372036854775,33,1122.225,2724.414,0.99567,2.52098
9223372036854775,0,0.000,0.000,0.00000,0.00000
9223372036854775,0,0.000,0.000,0.00000,0.00000
9223372036854775,0,0.000,0.000,0.00000,0.00000
9223372036854775,0,0.000,0.000,0.00000,0.00000
9223372036854775,0,0.000,0.000,0.00000,0.00000
9223372036854775,0,0.000,0.000,0.00000,0.00000
9223372036854775,0,0.000,0.000,0.00000,0.00000
