timestamp,points,mean_px,max_px,mean_norm,max_norm
1761233384941,33,967.378,2395.911,0.89572,2.21844
timestamp,points,mean_px,max_px,mean_norm,max_norm
1761233384876,0,0.000,0.000,0.00000,0.00000
1761233385010,33,983.621,2389.005,0.91076,2.21204
1761233385043,33,983.621,2389.005,0.91076,2.21204
1761233385110,33,964.968,2386.375,0.89349,2.20961
1761233385168,54,784.765,2386.375,0.72663,2.20961
1761233385190,54,776.269,2407.947,0.71877,2.22958
1761233385298,54,774.532,2431.472,0.71716,2.25136
1761233385321,54,680.420,2431.472,0.63002,2.25136
1761233385422,75,628.203,2431.472,0.58167,2.25136
1761233385431,75,630.964,2454.801,0.58423,2.27296
1761233385511,54,776.319,2454.801,0.71881,2.27296
1761233385547,54,772.609,2458.861,0.71538,2.27672
1761233385642,75,608.452,2458.861,0.56338,2.27672
1761233385711,75,605.907,2468.333,0.56103,2.28549
1761233385712,75,603.997,2468.333,0.55926,2.28549
1761233385813,75,604.611,2473.205,0.55982,2.29000
1761233385812,75,600.574,2473.205,0.55609,2.29000
1761233385918,75,603.982,2484.601,0.55924,2.30056
1761233385938,75,600.896,2484.601,0.55638,2.30056
1761233386085,75,606.013,2504.729,0.56112,2.31919
1761233386114,75,619.899,2504.729,0.57398,2.31919
1761233386186,75,632.738,2504.729,0.58587,2.31919
1761233386190,75,632.683,2502.226,0.58582,2.31688
1761233386320,75,623.639,2437.086,0.57744,2.25656
1761233386334,75,623.931,2437.086,0.57771,2.25656
1761233386437,75,624.397,2449.440,0.57815,2.26800
1761233386511,75,628.396,2449.440,0.58185,2.26800
1761233386569,75,629.940,2459.098,0.58328,2.27694
1761233386645,75,637.449,2459.098,0.59023,2.27694
1761233386700,75,640.772,2465.378,0.59331,2.28276
1761233386775,75,650.846,2465.378,0.60264,2.28276
1761233386803,75,654.772,2464.433,0.60627,2.28188
1761233386914,75,647.178,2464.433,0.59924,2.28188
1761233386946,75,652.512,2476.217,0.60418,2.29279
1761233387002,75,646.599,2476.217,0.59870,2.29279
1761233387060,75,654.078,2499.634,0.60563,2.31448
1761233387166,75,657.014,2499.634,0.60835,2.31448
1761233387198,75,658.246,2505.262,0.60949,2.31969
1761233387269,75,650.015,2505.262,0.60187,2.31969
1761233387307,75,642.576,2498.453,0.59498,2.31338
1761233387321,75,636.004,2498.453,0.58889,2.31338
1761233387451,75,631.373,2502.613,0.58460,2.31723
1761233387458,75,621.009,2502.613,0.57501,2.31723
1761233387595,75,615.174,2502.613,0.56961,2.31723
1761233387606,75,613.306,2504.902,0.56788,2.31935
1761233387695,75,613.204,2504.902,0.56778,2.31935
1761233387696,75,612.031,2502.549,0.56670,2.31717
1761233387823,75,617.316,2502.365,0.57159,2.31700
1761233387838,75,637.931,2502.365,0.59068,2.31700
1761233387992,75,642.785,2503.959,0.59517,2.31848
1761233388002,75,662.867,2503.959,0.61377,2.31848
1761233388053,75,662.767,2484.587,0.61367,2.30054
1761233388105,75,683.143,2484.587,0.63254,2.30054
1761233388192,75,680.877,2454.580,0.63044,2.27276
1761233388243,54,740.723,2454.580,0.68585,2.27276
1761233388299,54,740.420,2456.821,0.68557,2.27483
1761233388386,54,799.118,2456.821,0.73992,2.27483
1761233388487,54,793.801,2458.010,0.73500,2.27594
1761233388538,75,644.114,2458.010,0.59640,2.27594
1761233388605,42,402.616,696.669,0.37279,0.64506
1761233388707,42,402.616,696.669,0.37279,0.64506
1761233388722,42,335.443,650.271,0.31060,0.60210
1761233388773,21,153.668,315.591,0.14229,0.29221
1761233388814,54,620.702,2544.087,0.57472,2.35564
1761233388845,54,606.228,2544.087,0.56132,2.35564
1761233388992,54,596.359,2532.308,0.55218,2.34473
1761233389016,75,457.888,2532.308,0.42397,2.34473
1761233389071,75,450.894,2490.473,0.41749,2.30599
1761233389120,75,452.333,2490.473,0.41883,2.30599
1761233389240,75,447.296,2438.119,0.41416,2.25752
1761233389314,75,456.516,2438.119,0.42270,2.25752
1761233389323,75,454.853,2404.556,0.42116,2.22644
1761233389390,75,457.188,2404.556,0.42332,2.22644
1761233389421,75,456.957,2398.754,0.42311,2.22107
1761233389553,75,459.602,2398.754,0.42556,2.22107
1761233389578,75,461.761,2398.313,0.42756,2.22066
1761233389628,75,460.469,2398.313,0.42636,2.22066
1761233389688,75,459.042,2381.122,0.42504,2.20474
1761233389725,75,466.768,2381.122,0.43219,2.20474
1761233389804,75,466.922,2386.194,0.43234,2.20944
1761233389907,75,465.268,2386.194,0.43080,2.20944
1761233389967,75,465.163,2388.102,0.43071,2.21121
1761233390035,75,466.153,2388.102,0.43162,2.21121
1761233390053,75,464.065,2353.286,0.42969,2.17897
1761233390179,75,468.183,2353.286,0.43350,2.17897
1761233390191,75,471.930,2390.472,0.43697,2.21340
1761233390283,75,464.771,2390.472,0.43034,2.21340
