timestamp,points,mean_px,max_px,mean_norm,max_norm
1761233781443,0,0.000,0.000,0.00000,0.00000
1761233781484,0,0.000,0.000,0.00000,0.00000
1761233781575,0,0.000,0.000,0.00000,0.00000
1761233781611,21,225.755,653.235,0.20903,0.60485
1761233781761,21,225.755,653.235,0.20903,0.60485
1761233781784,21,258.595,795.521,0.23869,0.73659
1761233781844,21,258.595,795.521,0.23869,0.73659
1761233781889,21,287.974,782.994,0.26205,0.72499
1761233781967,21,287.974,782.994,0.26205,0.72499
1761233781980,21,290.952,855.184,0.26343,0.79184
1761233782100,21,290.952,855.184,0.26343,0.79184
1761233782116,21,293.853,844.755,0.26202,0.78218
1761233782239,21,293.853,844.755,0.26202,0.78218
1761233782253,21,286.562,885.903,0.25589,0.82028
1761233782407,21,286.562,885.903,0.25589,0.82028
1761233782467,21,306.945,845.916,0.28092,0.78324
1761233782481,21,306.945,845.916,0.28092,0.78324
1761233782582,21,306.945,845.916,0.28092,0.78324
1761233782653,0,0.000,0.000,0.00000,0.00000
1761233782698,0,0.000,0.000,0.00000,0.00000
1761233782736,0,0.000,0.000,0.00000,0.00000
1761233782740,0,0.000,0.000,0.00000,0.00000
1761233782892,0,0.000,0.000,0.00000,0.00000
1761233782961,0,0.000,0.000,0.00000,0.00000
1761233782978,21,568.350,866.792,0.52550,0.80259
1761233783086,21,575.591,908.007,0.53230,0.84075
1761233783125,21,575.591,908.007,0.53230,0.84075
1761233783210,0,0.000,0.000,0.00000,0.00000
1761233783242,0,0.000,0.000,0.00000,0.00000
1761233783253,0,0.000,0.000,0.00000,0.00000
1761233783390,0,0.000,0.000,0.00000,0.00000
1761233783399,0,0.000,0.000,0.00000,0.00000
1761233783469,0,0.000,0.000,0.00000,0.00000
1761233783473,0,0.000,0.000,0.00000,0.00000
1761233783647,0,0.000,0.000,0.00000,0.00000
1761233783692,0,0.000,0.000,0.00000,0.00000
1761233783771,0,0.000,0.000,0.00000,0.00000
1761233783875,0,0.000,0.000,0.00000,0.00000
1761233783911,21,126.707,379.140,0.11732,0.35106
1761233783990,21,126.707,379.140,0.11732,0.35106
1761233784026,21,229.061,385.377,0.21209,0.35683
1761233784097,21,229.061,385.377,0.21209,0.35683
1761233784103,42,164.386,421.452,0.15221,0.39023
1761233784180,42,195.570,429.812,0.18108,0.39797
1761233784236,42,195.570,429.812,0.18108,0.39797
1761233784247,42,217.429,441.937,0.20132,0.40920
1761233784354,42,225.033,454.554,0.20836,0.42088
1761233784358,42,225.033,454.554,0.20836,0.42088
1761233784558,42,225.033,454.554,0.20836,0.42088
1761233784612,42,229.986,467.869,0.21295,0.43321
1761233784621,42,229.986,467.869,0.21295,0.43321
1761233784736,42,233.475,491.984,0.21618,0.45554
1761233784797,42,233.475,491.984,0.21618,0.45554
1761233784857,42,236.617,492.238,0.21909,0.45578
1761233784869,42,236.617,492.238,0.21909,0.45578
1761233784925,42,244.506,507.997,0.22639,0.47037
1761233784987,42,255.666,515.656,0.23673,0.47746
1761233785023,42,255.666,515.656,0.23673,0.47746
1761233785086,42,255.666,515.656,0.23673,0.47746
1761233785152,42,263.511,532.574,0.24399,0.49312
1761233785227,42,263.511,532.574,0.24399,0.49312
1761233785247,42,267.087,538.384,0.24730,0.49850
1761233785422,42,267.087,538.384,0.24730,0.49850
1761233785456,42,271.312,539.521,0.25122,0.49956
1761233785480,42,271.312,539.521,0.25122,0.49956
1761233785607,42,269.932,535.816,0.24994,0.49613
1761233785623,42,269.932,535.816,0.24994,0.49613
1761233785678,42,263.646,533.571,0.24412,0.49405
1761233785741,42,256.113,526.475,0.23714,0.48748
1761233785746,42,256.113,526.475,0.23714,0.48748
1761233785853,42,256.113,526.475,0.23714,0.48748
1761233785889,42,250.207,513.497,0.23167,0.47546
1761233786012,42,250.207,513.497,0.23167,0.47546
1761233786070,42,267.545,524.088,0.24773,0.48527
1761233786124,42,267.545,524.088,0.24773,0.48527
1761233786159,42,267.722,527.204,0.24789,0.48815
1761233786238,42,267.722,527.204,0.24789,0.48815
1761233786252,42,256.241,516.638,0.23726,0.47837
1761233786365,42,256.241,516.638,0.23726,0.47837
1761233786381,42,252.498,514.089,0.23379,0.47601
1761233786474,42,252.498,514.089,0.23379,0.47601
1761233786529,42,256.335,533.349,0.23735,0.49384
1761233786694,42,256.335,533.349,0.23735,0.49384
1761233786718,42,252.080,525.193,0.23341,0.48629
1761233786760,42,252.080,525.193,0.23341,0.48629
1761233786806,42,260.714,518.286,0.24140,0.47989
1761233786878,42,286.978,525.653,0.26572,0.48672
1761233786886,42,286.978,525.653,0.26572,0.48672
1761233787047,42,286.978,525.653,0.26572,0.48672
1761233787074,21,393.694,539.202,0.36453,0.49926
1761233787107,21,393.694,539.202,0.36453,0.49926
1761233787164,21,389.457,530.428,0.36061,0.49114
1761233787217,21,389.457,530.428,0.36061,0.49114
1761233787290,42,275.750,530.627,0.25532,0.49132
1761233787350,42,275.750,530.627,0.25532,0.49132
1761233787433,42,253.197,547.193,0.23444,0.50666
1761233787497,42,253.197,547.193,0.23444,0.50666
1761233787515,21,405.072,580.677,0.37507,0.53766
1761233787595,21,405.072,580.677,0.37507,0.53766
1761233787706,21,361.467,583.737,0.33469,0.54050
1761233787737,21,361.467,583.737,0.33469,0.54050
1761233787824,42,167.572,466.875,0.15516,0.43229
1761233787860,42,167.572,466.875,0.15516,0.43229
1761233787884,42,138.217,429.609,0.12798,0.39779
1761233787988,42,111.722,394.640,0.10345,0.36541
1761233788023,42,111.722,394.640,0.10345,0.36541
1761233788096,42,111.722,394.640,0.10345,0.36541
1761233788199,42,114.283,364.736,0.10582,0.33772
1761233788233,42,114.283,364.736,0.10582,0.33772
1761233788257,42,124.174,369.753,0.11498,0.34236
1761233788436,42,124.174,369.753,0.11498,0.34236
1761233788483,42,124.174,369.753,0.11498,0.34236
1761233788512,42,144.395,399.725,0.13370,0.37012
1761233788604,42,144.395,399.725,0.13370,0.37012
1761233788703,42,147.730,430.001,0.13679,0.39815
1761233788735,42,147.730,430.001,0.13679,0.39815
1761233788835,42,153.325,425.706,0.14197,0.39417
1761233788859,75,448.586,2427.058,0.41536,2.24728
1761233788902,75,448.146,2427.058,0.41495,2.24728
1761233789028,75,450.303,2437.817,0.41695,2.25724
1761233789100,75,451.248,2437.817,0.41782,2.25724
1761233789120,75,450.736,2435.321,0.41735,2.25493
1761233789174,75,450.929,2435.321,0.41753,2.25493
1761233789255,75,451.286,2442.576,0.41786,2.26164
1761233789280,75,446.894,2442.576,0.41379,2.26164
1761233789347,75,443.411,2414.900,0.41057,2.23602
1761233789368,75,437.203,2414.900,0.40482,2.23602
1761233789505,75,436.460,2413.741,0.40413,2.23495
