timestamp,points,mean_px,max_px,mean_norm,max_norm
691659126,0,0.000,0.000,0.00000,0.00000
691659223,0,0.000,0.000,0.00000,0.00000
691659325,0,0.000,0.000,0.00000,0.00000
691659452,0,0.000,0.000,0.00000,0.00000
691659574,0,0.000,0.000,0.00000,0.00000
timestamp,points,mean_px,max_px,mean_norm,max_norm
691659700,0,0.000,0.000,0.00000,0.00000
